acc_num,eng_name,rus_name,description,date_from,date_to,notes,material,technique,size
ОГ-299382,,Быт и нравы Фландрии.,Быт и нравы Фландрии.,1793,1793,,Бумага,гравюра офортом,"58х43,5 см (общий с №№ ОГ-2993(82-83))"
ОГ-299383,,Приезд французского генерала Дюмурье в Лондон.,Приезд французского генерала Дюмурье в Лондон.,1700,1800,,Бумага,гравюра офортом,"58х43,5 см (общий с №№ ОГ-2993(82-83))"
ОГ-299384,,Быт и нравы Фландрии.,Быт и нравы Фландрии.,1700,1800,,Бумага,гравюра офортом,"28х36,5 см"
ОГ-299385,,Приезд французского генерала Дюмурье в Лондон.,Приезд французского генерала Дюмурье в Лондон.,1700,1800,,Бумага,гравюра офортом,"30,5х36 см"
ОГ-299386,,Карикатура. Вступление в ряды волонтеров.,Карикатура. Вступление в ряды волонтеров.,1700,1800,,Бумага,гравюра офортом,"25,5х36,2 см"
ОГ-299387,,Джон Булль сидит в кресле у камина.,Джон Булль сидит в кресле у камина.,1700,1800,,Бумага,гравюра офортом,"30,3х37,5 см (общий с №№ ОГ-2993(87-90))"
ОГ-299388,,Солдаты выступают в поход на войну.,Солдаты выступают в поход на войну.,1700,1800,,Бумага,гравюра офортом,"30,3х37,5 см (общий с №№ ОГ-2993(87-90))"
ОГ-299389,,Женщина и дети несут в заклад прялку и другие домашние вещи.,Женщина и дети несут в заклад прялку и другие домашние вещи.,1700,1800,,Бумага,гравюра офортом,"30,3х37,5 см (общий с №№ ОГ-2993(87-90))"
ОГ-299390,,Солдат без ноги и без глаза возвращается с войны домой.,Солдат без ноги и без глаза возвращается с войны домой.,1700,1800,,Бумага,гравюра офортом,"30,3х37,5 см (общий с №№ ОГ-2993(87-90))"
ОГ-299391,,Карикатура. Вступление в ряды волонтеров.,Карикатура. Вступление в ряды волонтеров.,1700,1800,,Бумага,гравюра офортом,57х38 см (общий с №№ ОГ-2993(91-95))
ОГ-299392,,Джон Булль сидит в кресле у камина.,Джон Булль сидит в кресле у камина.,1700,1800,,Бумага,гравюра офортом,57х38 см (общий с №№ ОГ-2993(91-95))
ОГ-299393,,Солдаты выступают в поход на войну.,Солдаты выступают в поход на войну.,1700,1800,,Бумага,,57х38 см (общий с №№ ОГ-2993(91-95))
ОГ-299394,,Женщина и дети несут в заклад прялку и другие домашние вещи.,Женщина и дети несут в заклад прялку и другие домашние вещи.,1700,1800,,Бумага,гравюра офортом,57х38 см (общий с №№ ОГ-2993(91-95))
ОГ-299395,,Солдат без ноги и без глаза возвращается с войны домой.,Солдат без ноги и без глаза возвращается с войны домой.,1700,1800,,Бумага,гравюра офортом,57х38 см (общий с №№ ОГ-2993(91-95))
ОГ-299396,,Волонтеры в походе.,Волонтеры в походе.,1700,1800,,Бумага,гравюра офортом,"57,5х39 см (общий с №№ ОГ-2993(96-97))"
ОГ-299397,,Карикатура на бесславные результаты похода на Фландрию.,Карикатура на бесславные результаты похода на Фландрию.,1794,1794,,Бумага,гравюра офортом,"57,5х39 см (общий с №№ ОГ-2993(96-97))"
ОГ-299398,,Волонтеры в походе.,Волонтеры в походе.,1700,1800,,Бумага,гравюра офортом,"25,2х35,5 см"
ОГ-299399,,Карикатура. Утомительный поход во Фландрию.,Карикатура. Утомительный поход во Фландрию.,1700,1800,,Бумага,гравюра офортом,35х50 см
ОГ-299400,,Карикатура. Утомительный поход во Фландрию.,Карикатура. Утомительный поход во Фландрию.,1700,1800,,Бумага,гравюра офортом,"38х55,7 см"
ОГ-299401,,Карикатура на быт и нравы Фландрии.,Карикатура на быт и нравы Фландрии.,1793,1793,,Бумага,гравюра офортом,"55,5х37,5 см (общий с №№ ОГ-2994(01-02))"
ОГ-299402,,Британия между Сциллой и Харибдой.,Британия между Сциллой и Харибдой.,1700,1800,,Бумага,гравюра офортом,"55,5х37,5 см (общий с №№ ОГ-2994(01-02))"
ОГ-299403,,Карикатура на быт и нравы Фландрии.,Карикатура на быт и нравы Фландрии.,1793,1793,,Бумага,гравюра офортом,22х36 см
ОГ-299404,,Британия между Сциллой и Харибдой.,Британия между Сциллой и Харибдой.,1700,1800,,Бумага,гравюра офортом,"30х35,6 см"
ОГ-299405,,"Титульный лист: ""The genuine Works of James Gillray engraved by himself, containing a coloured and plain set of this artist's productions. Vol. II.","Титульный лист: ""The genuine Works of James Gillray engraved by himself, containing a coloured and plain set of this artist's productions. Vol. II.",1700,1800,,Бумага,типогр. набор,50х35 см
ОГ-299406,,"Карикатура. Мистер Франко, прогуливающийся с тросточкой в правой руке.","Карикатура. Мистер Франко, прогуливающийся с тросточкой в правой руке.",1700,1800,,Бумага,гравюра офортом,"34,2х24,2 см"
ОГ-299407,,"Карикатура. Чарльз Банбери идет по улице, погруженный в свои мысли, не замечая лужи под ногами.","Карикатура. Чарльз Банбери идет по улице, погруженный в свои мысли, не замечая лужи под ногами.",1700,1800,,Бумага,гравюра офортом,"34,5х24,5 см"
ОГ-299408,,Карикатура. Сэр Джон Джервис перед рассыпанным на столе золотом.,Карикатура. Сэр Джон Джервис перед рассыпанным на столе золотом.,1700,1800,,Бумага,гравюра офортом,"35,5х25 см"
ОГ-299409,,"Карикатура. Патриотизм великосветских дам, экипирующих британских солдат перед войной.","Карикатура. Патриотизм великосветских дам, экипирующих британских солдат перед войной.",1700,1800,,Бумага,гравюра офортом,"31х35,3 см"
ОГ-299410,,Карикатура. Сэр Джон Джервис перед рассыпанным на столе золотом.,Карикатура. Сэр Джон Джервис перед рассыпанным на столе золотом.,1700,1800,,Бумага,гравюра офортом,"57,5х37 см (общий с №№ ОГ-2994(10-11))"
ОГ-299411,,"Патриотизм великосветских дам, экипирующих британских солдат перед войной.","Патриотизм великосветских дам, экипирующих британских солдат перед войной.",1700,1800,,Бумага,гравюра офортом,"57,5х37 см (общий с №№ ОГ-2994(10-11))"
ОГ-299412,,Шарлотта Корде перед революционным трибуналом.,Шарлотта Корде перед революционным трибуналом.,1700,1800,,Бумага,гравюра офортом,"58х37,8 см (общий с №№ ОГ-2994(12-14))"
ОГ-299413,,Парижский патриот времени Террора.,Парижский патриот времени Террора.,1700,1800,,Бумага,гравюра офортом,"58х37,8 см (общий с №№ ОГ-2994(12-14))"
ОГ-299414,,Парижская патриотка времени Террора.,Парижская патриотка времени Террора.,1700,1800,,Бумага,гравюра офортом,"58х37,8 см (общий с №№ ОГ-2994(12-14))"
ОГ-299415,,Шарлотта Корде перед революционным трибуналом.,Шарлотта Корде перед революционным трибуналом.,1700,1800,,Бумага,гравюра офортом,"31,2х36,4 см"
ОГ-299416,,Парижский патриот времени Террора.,Парижский патриот времени Террора.,1700,1800,,Бумага,гравюра офортом,"25х16,4 см"
ОГ-299417,,Парижская патриотка времени Террора.,Парижская патриотка времени Террора.,1700,1800,,Бумага,гравюра офортом,"24,6х17,3 см"
ОГ-299418,,Карикатура. Дамские моды.,Карикатура. Дамские моды.,1700,1800,,Бумага,гравюра офортом,"32,5х34,3 см"
ОГ-299419,,Карикатура. Мужские моды.,Карикатура. Мужские моды.,1700,1800,,Бумага,гравюра офортом,"26х19,5 см"
ОГ-299420,,Карикатура. Дамские моды.,Карикатура. Дамские моды.,1794,1794,,Бумага,гравюра офортом,"54,5х41,5 см (общий для №№ ОГ-2994(20-21))"
ОГ-299421,,Карикатура. Мужские моды.,Карикатура. Мужские моды.,1700,1800,,Бумага,акватинта,"54,5х41,5 см (общий для №№ ОГ-2994(20-21))"
ОГ-299422,,"Затруднительное материальное положение Фокса, который в виде нищего просит милостыню у своих сторонников.","Затруднительное материальное положение Фокса, который в виде нищего просит милостыню у своих сторонников.",1700,1800,,Бумага,гравюра офортом,"54,5х41,5 см (общий с №№ ОГ-2994(22-23))"
ОГ-299423,,Портрет. Сэмюэл Айрленд.,Портрет. Сэмюэл Айрленд.,1700,1800,,Бумага,пунктир,"54,5х41,5 см (общий с №№ ОГ-2994(22-23))"
ОГ-299424,,Портрет. Сэмюэл Айрленд.,Портрет. Сэмюэл Айрленд.,1700,1800,,Бумага,гравюра офортом,"22,5х15 см"
ОГ-299425,,Карикатура. Сторонники мирных предложений Франции со стороны Англии.,Карикатура. Сторонники мирных предложений Франции со стороны Англии.,1700,1800,,Бумага,гравюра офортом,Высота: 241 мм; ширина: 335 мм
ОГ-299426,,"Карикатура. Процессия английских либералов: Лодердейл, генерал Фокс, Шеридан, Норфолк, Тэйлор и др., несущие голову Фокса в жертву, для склонения к миру Франции, в виде Везувия.","Карикатура. Процессия английских либералов: Лодердейл, генерал Фокс, Шеридан, Норфолк, Тэйлор и др., несущие голову Фокса в жертву, для склонения к миру Франции, в виде Везувия.",1700,1800,,Бумага,гравюра офортом,25х34 см
ОГ-299427,,Карикатура. Сторонники мирных предложений Франции со стороны Англии.,Карикатура. Сторонники мирных предложений Франции со стороны Англии.,1700,1800,,Бумага,акватинта,58х38 см (общий с №№ ОГ-2994(27-28))
ОГ-299428,,"Карикатура. Процессия английских либералов: Лодердейл, генерал Фокс, Шеридан, Норфолк, Тэйлор и др., несущие голову Фокса в жертву, для склонения к миру Франции, в виде Везувия.","Карикатура. Процессия английских либералов: Лодердейл, генерал Фокс, Шеридан, Норфолк, Тэйлор и др., несущие голову Фокса в жертву, для склонения к миру Франции, в виде Везувия.",1700,1800,,Бумага,акватинта,58х38 см (общий с №№ ОГ-2994(27-28))
ОГ-299429,,"Карикатура. Моды XVIII века. Мужчина в очень узком, обтянутом костюме, с галстуком, закрывающим всю шею и подбородок.","Карикатура. Моды XVIII века. Мужчина в очень узком, обтянутом костюме, с галстуком, закрывающим всю шею и подбородок.",1700,1800,,Бумага,гравюра офортом,39х59 см (общий с №№ ОГ-2994(29-30))
ОГ-299430,,Карикатура. Моды XVIII века. Мужчина и женщина спиной к зрителю.,Карикатура. Моды XVIII века. Мужчина и женщина спиной к зрителю.,1700,1800,,Бумага,гравюра офортом,39х59 см (общий с №№ ОГ-2994(29-30))
ОГ-299431,,"Карикатура. Моды XVIII века. Мужчина в очень узком, обтянутом костюме, с галстуком, закрывающим всю шею и подбородок.","Карикатура. Моды XVIII века. Мужчина в очень узком, обтянутом костюме, с галстуком, закрывающим всю шею и подбородок.",1700,1800,,Бумага,гравюра офортом,"33,5х23,3 см"
ОГ-299432,,"Карикатура. Ричард Бразерс несет на спине в мешке оппозицию: Лансдауна, Фокса, Шеридана, Стенхоупа.","Карикатура. Ричард Бразерс несет на спине в мешке оппозицию: Лансдауна, Фокса, Шеридана, Стенхоупа.",1700,1800,,Бумага,гравюра офортом,"25х34,7 см"
ОГ-299433,,Карикатура. Победа Питта над оппозицией в Палате Общин по вопросу о мире с Францией.,Карикатура. Победа Питта над оппозицией в Палате Общин по вопросу о мире с Францией.,1700,1800,,Бумага,гравюра офортом,32х37 см
ОГ-299434,,"Карикатура. Ричард Бразерс несет на спине в мешке оппозицию: Лансдауна, Фокса, Шеридана, Стенхоупа.","Карикатура. Ричард Бразерс несет на спине в мешке оппозицию: Лансдауна, Фокса, Шеридана, Стенхоупа.",1700,1800,,Бумага,гравюра офортом,"8х35,7 см"
ОГ-299435,,"Карикатура. Ричард Бразерс несет на спине в мешке оппозицию: Лансдауна, Фокса, Шеридана, Стенхоупа.","Карикатура. Ричард Бразерс несет на спине в мешке оппозицию: Лансдауна, Фокса, Шеридана, Стенхоупа.",1700,1800,,Бумага,гравюра офортом,"58,5х41 см (общий с №№ ОГ-2994(35-36))"
ОГ-299436,,Карикатура. Победа Питта над оппозицией в Палате Общин по вопросу о мире с Францией.,Карикатура. Победа Питта над оппозицией в Палате Общин по вопросу о мире с Францией.,1700,1800,,Бумага,гравюра офортом,"58,5х41 см (общий с №№ ОГ-2994(35-36))"
ОГ-299437,,Карикатура на фамильярность в частной жизни Георга III.,Карикатура на фамильярность в частной жизни Георга III.,1700,1800,,Бумага,гравюра офортом,59х42 см (общий с №№ ОГ-2994(37-38))
ОГ-299438,,Карикатура. На первом плане спящий принц Уэльский.,Карикатура. На первом плане спящий принц Уэльский.,1700,1800,,Бумага,гравюра офортом,59х42 см (общий с №№ ОГ-2994(37-38))
ОГ-299439,,Карикатура на фамильярность в частной жизни Георга III.,Карикатура на фамильярность в частной жизни Георга III.,1700,1800,,Бумага,гравюра офортом,"28х32,5 см"
ОГ-299440,,"Карикатура. Впереди идет лорд Солсбери с жезлом, за ним король под руку с королевой.","Карикатура. Впереди идет лорд Солсбери с жезлом, за ним король под руку с королевой.",1700,1800,,Бумага,гравюра офортом,24х33 см
ОГ-299441,,"Карикатура. На бездеятельность лорда Хоу, проглядевшего французский флот в Бресте.","Карикатура. На бездеятельность лорда Хоу, проглядевшего французский флот в Бресте.",1700,1800,,Бумага,гравюра офортом,31х36 см
ОГ-299442,,"Карикатура. Впереди идет лорд Солсбери с жезлом, за ним король под руку с королевой.","Карикатура. Впереди идет лорд Солсбери с жезлом, за ним король под руку с королевой.",1700,1800,,Бумага,гравюра офортом,"58х39,3 см (общий с №№ ОГ-2994(42-43))"
ОГ-299443,,"Карикатура. На бездеятельность лорда Хоу, проглядевшего французский флот в Бресте.","Карикатура. На бездеятельность лорда Хоу, проглядевшего французский флот в Бресте.",1700,1800,,Бумага,гравюра офортом,"58х39,3 см (общий с №№ ОГ-2994(42-43))"
ОГ-299444,,"Фокс, изображенный в виде маяка, светящегося в сторону Франции.","Фокс, изображенный в виде маяка, светящегося в сторону Франции.",1700,1800,,Бумага,акватинта,"57,5х38,5 см (общий с №№ ОГ-2994(44-46))"
ОГ-299445,,Блага мира.,Блага мира.,1700,1800,,Бумага,акватинта,"57,5х38,5 см (общий с №№ ОГ-2994(44-46))"
ОГ-299446,,Несчастия войны.,Несчастия войны.,1700,1800,,Бумага,акватинта,"57,5х38,5 см (общий с №№ ОГ-2994(44-46))"
ОГ-299447,,Блага мира.,Блага мира.,1700,1800,,Бумага,акватинта,"31,5х38 см (общий с №№ ОГ-2994(47-48))"
ОГ-299448,,Несчастия войны.,Несчастия войны.,1700,1800,,Бумага,гравюра офортом,"31,5х38 см (общий с №№ ОГ-2994(47-48))"
ОГ-299449,,Карикатура. Реформа парламента.,Карикатура. Реформа парламента.,1700,1800,,Бумага,гравюра офортом,"31,5х41,5 см"
ОГ-299450,,Карикатура. Реформа парламента.,Карикатура. Реформа парламента.,1700,1800,,Бумага,гравюра офортом,"31,5х43 см"
ОГ-299451,,Карикатура. Реформа парламента.,Карикатура. Реформа парламента.,1700,1800,,Бумага,гравюра офортом,"36,5х52 см"
ОГ-299452,,Налог на пудру.,Налог на пудру.,1700,1800,,Бумага,гравюра офортом,"52,5х37,5 см (общий с №№ ОГ-2994(52-53))"
ОГ-299453,,Две карикатуры с одной доски. Слева: Фокс вешается. Справа: Пирующие Питт и Дундас.,Две карикатуры с одной доски. Слева: Фокс вешается. Справа: Пирующие Питт и Дундас.,1700,1800,,Бумага,гравюра офортом,"52,5х37,5 см (общий с №№ ОГ-2994(52-53))"
ОГ-299454,,Налог на пудру.,Налог на пудру.,1700,1800,,Бумага,гравюра офортом,"25,5х35,5 см"
ОГ-299455,,Две карикатуры с одной доски. Слева: Фокс вешается. Справа: Пирующие Питт и Дундас.,Две карикатуры с одной доски. Слева: Фокс вешается. Справа: Пирующие Питт и Дундас.,1700,1800,,Бумага,гравюра офортом,24х35 см
ОГ-299456,,Карикатура. Победа Питта.,Карикатура. Победа Питта.,1700,1800,,Бумага,пунктир и офорт,35х45 см
ОГ-299457,,Карикатура. Победа Питта.,Карикатура. Победа Питта.,1700,1800,,Бумага,акватинта,"36х46,5 см"
ОГ-299458,,"Карикатура. Настоящая причина повышения цен на продукты. Фокс, Шеридан и Эрскин, в качестве комиссионеров Франции покупают английские скот и провиант.","Карикатура. Настоящая причина повышения цен на продукты. Фокс, Шеридан и Эрскин, в качестве комиссионеров Франции покупают английские скот и провиант.",1700,1800,,Бумага,гравюра офортом,"35,5х45,5 см"
ОГ-299459,,"Карикатура. Настоящая причина повышения цен на продукты. Фокс, Шеридан и Эрскин, в качестве комиссионеров Франции покупают английские скот и провиант.","Карикатура. Настоящая причина повышения цен на продукты. Фокс, Шеридан и Эрскин, в качестве комиссионеров Франции покупают английские скот и провиант.",1700,1800,,Бумага,гравюра офортом,"30,5х41,5 см"
ОГ-299460,,Карикатура. Расточительство Принца Уэльского.,Карикатура. Расточительство Принца Уэльского.,1700,1800,,Бумага,гравюра офортом,"24,3х34 см"
ОГ-299461,,Карикатура. Представление Англией займов иностранным государствам.,Карикатура. Представление Англией займов иностранным государствам.,1700,1800,,Бумага,гравюра офортом,"24,5х34 см"
ОГ-299462,,Карикатура. Расточительство Принца Уэльского.,Карикатура. Расточительство Принца Уэльского.,1700,1800,,Бумага,гравюра офортом,"51,5х37 см (общий с №№ ОГ-2994(62-63))"
ОГ-299463,,Представление Англией займов иностранным государствам.,Представление Англией займов иностранным государствам.,1700,1800,,Бумага,гравюра офортом,"51,5х37 см (общий с №№ ОГ-2994(62-63))"
ОГ-299464,,"Леди Гамильтон, возлюбленная генерала Нельсона, в образе Дидоны, плачет, сидя в кровати, и смотрит на уходящие в море корабли.","Леди Гамильтон, возлюбленная генерала Нельсона, в образе Дидоны, плачет, сидя в кровати, и смотрит на уходящие в море корабли.",1700,1800,,Бумага,гравюра офортом,"53,4х38 см (общий с №№ ОГ-2994(64-65))"
ОГ-299465,,Лорд Гренвиль стоит спиной к горящему камину.,Лорд Гренвиль стоит спиной к горящему камину.,1700,1800,,Бумага,гравюра офортом,"53,4х38 см (общий с №№ ОГ-2994(64-65))"
ОГ-299466,,"Леди Гамильтон, возлюбленная генерала Нельсона, в образе Дидоны, плачет, сидя в кровати, и смотрит на уходящие в море корабли.","Леди Гамильтон, возлюбленная генерала Нельсона, в образе Дидоны, плачет, сидя в кровати, и смотрит на уходящие в море корабли.",1700,1800,,Бумага,гравюра офортом,"26,3х36,3 см"
ОГ-299467,,Лорд Гренвиль стоит спиной к горящему камину.,Лорд Гренвиль стоит спиной к горящему камину.,1700,1800,,Бумага,гравюра офортом,"34х23,5 см"
ОГ-299468,,"Карикатура. Адмирал Кертис и лорд Хоу, припавший к его ногам.","Карикатура. Адмирал Кертис и лорд Хоу, припавший к его ногам.",1700,1800,,Бумага,гравюра офортом,"29х24,3 см"
ОГ-299469,,"Карикатура. Адмирал Кертис и лорд Хоу, припавший к его ногам.","Карикатура. Адмирал Кертис и лорд Хоу, припавший к его ногам.",1700,1800,,Бумага,гравюра офортом,35х51 см (общий с №№ ОГ-2994(69-70))
ОГ-299470,,Герцог Кларенс - полуфигура со сложенными на груди руками.,Герцог Кларенс - полуфигура со сложенными на груди руками.,1700,1800,,Бумага,гравюра офортом,35х51 см (общий с №№ ОГ-2994(69-70))
ОГ-299471,,"Моды XVIII Дама, надевающая перед зеркалом шляпу с длинной лентой, конец которой схватила собачка.","Моды XVIII Дама, надевающая перед зеркалом шляпу с длинной лентой, конец которой схватила собачка.",1700,1800,,Бумага,гравюра офортом,"51,5х36 см (общий с №№ ОГ-2994(71-72))"
ОГ-299472,,Моды XVIII Леди Шарлотта Кэмпбелл - впоследствии леди Шарлотта Бери - сидит перед зеркалом в шляпе с высокими перьями.,Моды XVIII Леди Шарлотта Кэмпбелл - впоследствии леди Шарлотта Бери - сидит перед зеркалом в шляпе с высокими перьями.,1700,1800,,Бумага,гравюра офортом,"51,5х36 см (общий с №№ ОГ-2994(71-72))"
ОГ-299473,,"Моды XVIII Дама, надевающая перед зеркалом шляпу с длинной лентой, конец которой схватила собачка.","Моды XVIII Дама, надевающая перед зеркалом шляпу с длинной лентой, конец которой схватила собачка.",1700,1800,,Бумага,гравюра офортом,"25х32,5 см"
ОГ-299474,,"Карикатура. Питт, спускающийся с лестницы в ночной рубашке со свечой в руке.","Карикатура. Питт, спускающийся с лестницы в ночной рубашке со свечой в руке.",1700,1800,,Бумага,гравюра офортом,35х23 см
ОГ-299475,,Карикатура. Дороговизна хлеба и продовольствия.,Карикатура. Дороговизна хлеба и продовольствия.,1700,1800,,Бумага,гравюра офортом,"38,6х25 см"
ОГ-299476,,"Карикатура. Питт, спускающийся с лестницы в ночной рубашке со свечой в руке.","Карикатура. Питт, спускающийся с лестницы в ночной рубашке со свечой в руке.",1700,1800,,Бумага,гравюра офортом,"36,5х51 см (общий с №№ ОГ-2994(76-77))"
ОГ-299477,,Карикатура. Дороговизна хлеба и продовольствия.,Карикатура. Дороговизна хлеба и продовольствия.,1700,1800,,Бумага,гравюра офортом,"36,5х51 см (общий с №№ ОГ-2994(76-77))"
ОГ-299478,,Графиня Бакингем в образе первоцвета с чашкой в руке.,Графиня Бакингем в образе первоцвета с чашкой в руке.,1700,1800,,Бумага,гравюра офортом,"35,5х50 см (общий с №№ ОГ-2994(78-79))"
ОГ-299479,,Герцогиня Ратлендская и леди Гертруда Маннерс в шляпах с высокими перьями.,Герцогиня Ратлендская и леди Гертруда Маннерс в шляпах с высокими перьями.,1700,1800,,Бумага,гравюра офортом,"35,5х50 см (общий с №№ ОГ-2994(78-79))"
ОГ-299480,,"Карикатура. Сэр Джозеф Бэнкс, фаворит Георга III в виде бабочки.","Карикатура. Сэр Джозеф Бэнкс, фаворит Георга III в виде бабочки.",1700,1800,,Бумага,гравюра офортом,"34,5х24,5 см"
ОГ-299481,,"Карикатура. Сэр Джозеф Бэнкс, фаворит Георга III в виде бабочки.","Карикатура. Сэр Джозеф Бэнкс, фаворит Георга III в виде бабочки.",1700,1800,,Бумага,гравюра офортом,"39,5х32,5 см (общий с №№ ОГ-2994(81-82))"
ОГ-299482,,"Герцог Бедфорд, в образе белки, которую хочет проглотить Фокс - в образе змеи.","Герцог Бедфорд, в образе белки, которую хочет проглотить Фокс - в образе змеи.",1700,1800,,Бумага,гравюра офортом,"39,5х32,5 см (общий с №№ ОГ-2994(81-82))"
ОГ-299483,,"Питт и Дундас, пьющие вино за столом.","Питт и Дундас, пьющие вино за столом.",1700,1800,,Бумага,гравюра офортом,"51х38,5 см (общий с №№ ОГ-2994(83-84))"
ОГ-299484,,"Покушение на проезжающего в карете короля бунтовщиков, во главе с Фоксом и Шериданом, 29/X 1793 в день открытия Парламента.","Покушение на проезжающего в карете короля бунтовщиков, во главе с Фоксом и Шериданом, 29/X 1793 в день открытия Парламента.",1700,1800,,Бумага,гравюра офортом,"51х38,5 см (общий с №№ ОГ-2994(83-84))"
ОГ-299485,,"Карикатура. Питт и Дундас, пьющие вино за столом.","Карикатура. Питт и Дундас, пьющие вино за столом.",1700,1800,,Бумага,гравюра офортом,"24,5х33,5 см"
ОГ-299486,,"Покушение бунтовщиков во главе с Фоксом, Шериданом на проезжающего в карете короля 29/X 1793 в день открытия парламента.","Покушение бунтовщиков во главе с Фоксом, Шериданом на проезжающего в карете короля 29/X 1793 в день открытия парламента.",1700,1800,,Бумага,гравюра офортом,"24,5х35 см"
ОГ-299487,,"Митинг на Копенгагенских полях и выступление против билля о защите личности короля Телуолла, Гейла Джонса, Годзона и Джона Бинса.","Митинг на Копенгагенских полях и выступление против билля о защите личности короля Телуолла, Гейла Джонса, Годзона и Джона Бинса.",1700,1800,,Бумага,гравюра офортом,"24,5х35 см"
ОГ-299488,,Карикатура. Восемь портретов ораторов.,Карикатура. Восемь портретов ораторов.,1700,1800,,Бумага,гравюра офортом,"25,4х33,6 см"
ОГ-299489,,"Митинг на Копенгагенских полях и выступление против билля о защите личности короля Телуолла, Гейла Джонса, Годзона и Джона Бинса.","Митинг на Копенгагенских полях и выступление против билля о защите личности короля Телуолла, Гейла Джонса, Годзона и Джона Бинса.",1700,1800,,Бумага,гравюра офортом,"52,3х37,1 см (общий с №№ ОГ-2994(89-90))"
ОГ-299490,,Карикатура. Восемь портретов ораторов.,Карикатура. Восемь портретов ораторов.,1700,1800,,Бумага,гравюра офортом,"52,3х37,1 см (общий с №№ ОГ-2994(89-90))"
ОГ-299491,,Карикатура. Две женщины и трое мужчин сидят за столом и пьют вино.,Карикатура. Две женщины и трое мужчин сидят за столом и пьют вино.,1700,1800,,Бумага,гравюра офортом,"51,5х36,1 см (общий с №№ ОГ-2994(91-92))"
ОГ-299492,,Двое мужчин и две женщины за карточным столом.,Двое мужчин и две женщины за карточным столом.,1700,1800,,Бумага,гравюра офортом,"51,5х36,1 см (общий с №№ ОГ-2994(91-92))"
ОГ-299493,,Карикатура. Две женщины и трое мужчин сидят за столом и пьют вино.,Карикатура. Две женщины и трое мужчин сидят за столом и пьют вино.,1700,1800,,Бумага,гравюра офортом,"24,2х32,6 см"
ОГ-299494,,Двое мужчин и две женщины за карточным столом.,Двое мужчин и две женщины за карточным столом.,1700,1800,,Бумага,гравюра офортом,23х29 см
ОГ-299495,,"Карикатура на оппозицию в парламенте: Шеридан, Эрскин, Фокс, раздувающие костер.","Карикатура на оппозицию в парламенте: Шеридан, Эрскин, Фокс, раздувающие костер.",1700,1800,,Бумага,гравюра офортом,"24х34,2 см"
ОГ-299496,,"Карикатура на оппозицию в парламенте: Шеридан, Эрскин, Фокс, раздувающие костер.","Карикатура на оппозицию в парламенте: Шеридан, Эрскин, Фокс, раздувающие костер.",1700,1800,,Бумага,гравюра офортом,"57х36,5 см (общий с №№ ОГ-2994(96-97))"
ОГ-299497,,Резкие выступления вигов в парламенте.,Резкие выступления вигов в парламенте.,1700,1800,,Бумага,гравюра офортом,"57х36,5 см (общий с №№ ОГ-2994(96-97))"
ОГ-299498,,"Граттан, ирландский патриот, в виде мятежника с пистолетом за поясом.","Граттан, ирландский патриот, в виде мятежника с пистолетом за поясом.",1700,1800,,Бумага,гравюра офортом,"57х36,5 см (общий с №№ ОГ-2994(98-99))"
ОГ-299499,,Мятеж 1798 г. в графстве Вексфорд.,Мятеж 1798 г. в графстве Вексфорд.,1700,1800,,Бумага,гравюра офортом,"57х36,5 см (общий с №№ ОГ-2994(98-99))"
ОГ-299500,,"Граттан, ирландский патриот, в виде мятежника с пистолетом за поясом.","Граттан, ирландский патриот, в виде мятежника с пистолетом за поясом.",1700,1800,,Бумага,гравюра офортом,"36,5х26 см"
ОГ-299501,,Мятеж 1798 г. в графстве Вексфорд.,Мятеж 1798 г. в графстве Вексфорд.,1700,1800,,Бумага,гравюра офортом,"20х26,5 см"
ОГ-299502,,Карикатура. Парламентские дебаты в ноябре 1795 г.,Карикатура. Парламентские дебаты в ноябре 1795 г.,1700,1800,,Бумага,гравюра офортом,"24,5х34 см"
ОГ-299503,,"Питт, Дундас, Гренвиль сидят за столом и объедаются рыбами из золотых монет.","Карикатура: Питт, Дундас, Гренвиль сидят за столом и объедаются рыбами из золотых монет.",1700,1800,,Бумага,гравюра офортом,"24,2х34 см"
ОГ-299504,,"Питт, Дундас, Гренвиль сидят за столом и объедаются рыбами из золотых монет.","Карикатура: Питт, Дундас, Гренвиль сидят за столом и объедаются рыбами из золотых монет.",1700,1800,,Бумага,гравюра офортом,"30,7х48 см"
ОГ-299505,,Парламентские дебаты в ноябре 1795 г.,Парламентские дебаты в ноябре 1795 г.,1700,1800,,Бумага,гравюра офортом,"49,8х35 см (общий с №№ ОГ-2995(05-06))"
ОГ-299506,,"Питт, Дундас, Гренвиль сидят за столом и объедаются рыбами из золотых монет.","Питт, Дундас, Гренвиль сидят за столом и объедаются рыбами из золотых монет.",1700,1800,,Бумага,гравюра офортом,"49,8х35 см (общий с №№ ОГ-2995(05-06))"
ОГ-299507,,Пародия на картину Веста.,Пародия на картину Веста.,1700,1800,,Бумага,гравюра офортом,"35,5х50,5 см"
ОГ-299508,,Карикатура. Пародия на картину Веста.,Карикатура. Пародия на картину Веста.,1700,1800,,Бумага,гравюра офортом,"34х44,5 см"
